name,hd,ra,dec,vmag,class
SAO 6435,,122.705204,74.966144, 9.0,STAR
SAO 6598,,129.570233,74.970075, 9.2,STAR
SAO 7889,,207.465825,74.973803, 9.4,STAR
SAO 8142,,225.034083,74.976919, 8.8,STAR
SAO 6875,,142.567463,74.977622, 9.5,STAR
SAO 9111,,275.895196,74.982525, 9.1,STAR
SAO 7225,,163.313279,74.985142, 9.5,STAR
SAO 9799,,307.720354,74.988181, 8.9,STAR
SAO 6954,,146.475575,74.989294, 9.6,STAR
SAO 8011,,215.980038,74.9944, 9.2,STAR
SAO 5645,,86.735204,74.997753, 9.3,STAR
SAO 9301,,284.877421,74.998311, 9.5,STAR
SAO 7166,,159.052771,74.998572, 9.5,STAR
SAO 6171,,111.141492,74.999994, 9.4,STAR
SAO 6119,,108.713142,75.002156, 8.8,STAR
SAO 6099,,108.0445,75.004075, 9.5,STAR
SAO 7639,,190.677767,75.004847, 9.6,STAR
SAO 7841,,203.171275,75.006036, 9.5,STAR
SAO 9395,,289.998654,75.007728, 9.4,STAR
SAO 8435,,241.860913,75.009308, 8.8,STAR
SAO 6505,,125.314729,75.015244, 9.3,STAR
SAO 9122,,276.255471,75.016014, 9.5,STAR
SAO 9159,,278.1296,75.017017, 8.7,STAR
SAO 7136,,156.602558,75.018447, 9.5,STAR
SAO 8621,,251.511971,75.022706, 8.4,STAR
SAO 6080,,106.952917,75.029403, 9.7,STAR
SAO 10380,,336.909029,75.030333, 9.6,STAR
SAO 6172,,111.27715,75.032414, 9.4,STAR
SAO 8184,,227.5358,75.035014, 9.5,STAR
SAO 10278,,332.881667,75.038594, 9.1,STAR
SAO 6555,,127.859117,75.041567, 9.3,STAR
SAO 5686,,88.839138,75.042783, 9.4,STAR
SAO 8926,,266.777921,75.046844, 9.5,STAR
SAO 8105,,222.91435,75.050294, 9.6,STAR
SAO 5402,,76.124833,75.052331, 9.4,STAR
SAO 6066,,106.456771,75.057233, 9.5,STAR
SAO 5650,,87.005921,75.059994, 9.3,STAR
SAO 8827,,262.614279,75.060772, 8.5,STAR
SAO 6185,,111.72365,75.061225, 9.5,STAR
SAO 7087,,153.849583,75.07065, 9.3,STAR
SAO 5714,,90.732108,75.072753, 9.5,STAR
SAO 8414,,240.9308,75.073097, 9.5,STAR
SAO 7349,,170.797638,75.074289, 9.6,STAR
SAO 5561,,83.418533,75.074397, 8.7,STAR
SAO 8185,,227.600104,75.077144, 9.0,STAR
SAO 8465,,243.948171,75.083581, 9.3,STAR
SAO 7005,,149.434275,75.083722, 9.5,STAR
SAO 5771,,93.117421,75.086586, 9.0,STAR
SAO 6098,,107.833317,75.086786, 9.6,STAR
SAO 10166,,326.920838,75.097217, 9.2,STAR
SAO 7758,,197.065317,75.104556, 9.5,STAR
SAO 7861,,204.909762,75.105294, 9.4,STAR
SAO 9573,,298.693067,75.106708, 9.5,STAR
SAO 6493,,125.111925,75.108969, 9.5,STAR
SAO 4423,,22.992096,75.111661, 9.2,STAR
SAO 6970,,147.298279,75.113494, 9.3,STAR
SAO 7743,,196.343975,75.114367, 9.2,STAR
SAO 6342,,118.488717,75.117161, 9.1,STAR
SAO 9148,,277.611337,75.117372, 9.2,STAR
SAO 6650,,132.37835,75.123261, 9.6,STAR
SAO 7396,,174.451313,75.128053, 9.5,STAR
SAO 8222,,230.066592,75.128797, 9.2,STAR
SAO 5705,,89.921071,75.133311, 9.5,STAR
SAO 7110,,155.035533,75.136206, 9.3,STAR
SAO 7063,,152.745725,75.141592, 9.3,STAR
SAO 8466,,244.024883,75.142889, 8.6,STAR
SAO 10634,,347.209387,75.145044, 9.2,STAR
SAO 6808,,139.685308,75.146447, 9.4,STAR
SAO 6007,,104.194729,75.155533, 9.4,STAR
SAO 9775,,306.723833,75.157583, 9.4,STAR
SAO 8522,,246.555375,75.157861, 9.5,STAR
SAO 7404,,174.6978,75.159328, 9.5,STAR
SAO 7901,,208.054829,75.164606, 9.5,STAR
SAO 6462,,123.808913,75.165294, 9.2,STAR
SAO 9051,,273.128625,75.176378, 8.8,STAR
SAO 6728,,136.148025,75.179681, 9.4,STAR
SAO 7402,,174.663846,75.180269, 9.5,STAR
SAO 8255,,231.813754,75.180711, 8.9,STAR
SAO 5419,,76.6804,75.182858, 9.3,STAR
SAO 7624,,189.961192,75.182892, 9.4,STAR
SAO 6443,,123.125838,75.183786, 9.5,STAR
SAO 6452,,123.413692,75.186342, 9.5,STAR
SAO 7892,,207.546675,75.187244, 9.5,STAR
SAO 8738,,258.02525,75.188078, 8.8,STAR
SAO 6746,,137.006554,75.188492, 9.5,STAR
SAO 9826,,309.257596,75.188583, 9.2,STAR
SAO 5570,,83.765396,75.188603, 9.5,STAR
SAO 6502,,125.301242,75.189533, 9.5,STAR
SAO 7220,,162.891112,75.190281, 9.0,STAR
SAO 5362,,74.519875,75.192781, 8.8,STAR
SAO 10762,,352.546242,75.194961, 9.2,STAR
SAO 8793,,260.930175,75.195447, 9.5,STAR
SAO 5358,,74.401629,75.195567, 9.4,STAR
SAO 5619,,85.806083,75.197031, 9.3,STAR
SAO 5950,,101.363596,75.197906, 9.5,STAR
SAO 8156,,226.082921,75.198542, 9.5,STAR
SAO 6028,,105.208363,75.204272, 9.2,STAR
SAO 8042,,217.859658,75.206569, 9.0,STAR
SAO 6202,,112.440133,75.212983, 9.9,STAR
SAO 6206,,112.64115,75.213872, 9.2,STAR
SAO 9233,,281.003458,75.216622, 9.3,STAR
SAO 7896,,207.686754,75.216722, 9.4,STAR
SAO 7935,,210.709137,75.217097, 9.5,STAR
SAO 8849,,263.490125,75.217164, 8.5,STAR
SAO 5324,,72.797708,75.22135, 9.0,STAR
SAO 6261,,114.832542,75.222308, 9.5,STAR
SAO 9861,,310.812117,75.223942, 9.5,STAR
SAO 5474,,79.129537,75.224483, 9.4,STAR
SAO 6395,,120.906721,75.224492, 9.5,STAR
SAO 5384,,75.630929,75.226489, 9.3,STAR
SAO 9857,,310.744496,75.226506, 9.5,STAR
SAO 4680,,38.762604,75.227158, 8.4,STAR
SAO 8784,,260.413612,75.230975, 9.5,STAR
SAO 6109,,108.376979,75.234736, 9.4,STAR
SAO 5579,,84.349883,75.235675, 9.7,STAR
SAO 4088,,4.848725,75.237092, 8.8,STAR
SAO 9036,,272.558017,75.237103, 9.1,STAR
SAO 10446,,339.666671,75.239378, 9.3,STAR
SAO 9869,,311.174154,75.239961, 9.5,STAR
SAO 8178,,227.263946,75.244586, 9.5,STAR
SAO 6509,,125.473117,75.245683, 9.5,STAR
SAO 10128,,325.3705,75.254339, 9.0,STAR
SAO 8682,,254.926383,75.254572, 8.5,STAR
SAO 8256,,231.871542,75.255603, 9.5,STAR
SAO 5876,,98.034729,75.260628, 9.5,STAR
SAO 8146,,225.254525,75.261617, 9.3,STAR
SAO 8464,,243.85875,75.263697, 8.9,STAR
SAO 5775,,93.229621,75.266722, 9.5,STAR
SAO 6916,,144.647662,75.269347, 9.4,STAR
SAO 7880,,206.287646,75.271264, 9.3,STAR
SAO 9873,,311.299221,75.271517,10,STAR
SAO 8311,,234.900325,75.272636, 8.0,STAR
SAO 9015,,271.370825,75.276558, 9.2,STAR
SAO 7900,,208.027337,75.278153, 9.3,STAR
SAO 8340,,236.790958,75.279283, 9.6,STAR
SAO 7117,,155.329658,75.279864, 9.5,STAR
SAO 5957,,101.664429,75.282833, 9.3,STAR
SAO 9991,,318.099529,75.284378, 9.1,STAR
SAO 8345,,237.022296,75.285517, 8.6,STAR
SAO 9126,,276.301017,75.286542, 9.4,STAR
SAO 9412,,290.827679,75.287536, 9.5,STAR
SAO 9062,,273.822808,75.293253, 9.6,STAR
SAO 9068,,274.369596,75.294578, 9.4,STAR
SAO 7791,,199.334871,75.296831, 9.4,STAR
SAO 8318,,235.647754,75.2971, 9.6,STAR
SAO 9292,,284.547171,75.301872,10,STAR
SAO 5477,,79.348871,75.302378, 9.3,STAR
SAO 8770,,259.916058,75.304653, 9.7,STAR
SAO 8441,,242.407796,75.304764, 9.2,STAR
SAO 6857,,141.906363,75.305517, 9.5,STAR
SAO 4092,,5.029571,75.306936, 9.3,STAR
SAO 9507,,295.144158,75.310722, 9.5,STAR
SAO 6253,,114.589163,75.311608, 9.5,STAR
SAO 8865,,264.374008,75.313053, 9.4,STAR
SAO 5930,,100.504829,75.314936, 9.7,STAR
SAO 6899,,143.989008,75.318239, 9.4,STAR
SAO 5697,,89.403692,75.319503, 9.2,STAR
SAO 6326,,117.956442,75.321386, 9.3,STAR
SAO 6445,,123.175575,75.328864, 9.5,STAR
SAO 8512,,246.048992,75.330675, 8.8,STAR
SAO 5750,,92.238633,75.331258, 9.6,STAR
SAO 8913,,266.317771,75.331886, 9.3,STAR
SAO 4757,,43.811625,75.332433, 8.7,STAR
SAO 6135,,109.680262,75.333947, 9.5,STAR
SAO 7153,,157.790792,75.337019, 9.0,STAR
SAO 8288,,233.804821,75.337886, 8.7,STAR
SAO 10105,,324.236696,75.338789, 9.5,STAR
SAO 5949,,101.302638,75.341264, 9.2,STAR
SAO 9192,,279.197162,75.344694, 9.4,STAR
SAO 10012,,319.189062,75.345247, 9.1,STAR
SAO 9418,,291.013871,75.345481, 9.6,STAR
SAO 9423,,291.33815,75.346897, 9.5,STAR
SAO 10215,,329.71965,75.347456, 9.5,STAR
SAO 4915,,52.729096,75.352475, 9.0,STAR
SAO 8908,,266.107546,75.352725, 9.6,STAR
SAO 6787,,138.770258,75.355506, 9.3,STAR
SAO 5781,,93.739429,75.3559, 9.3,STAR
SAO 7090,,154.072696,75.358208, 9.4,STAR
SAO 5222,,67.911529,75.358775, 9.5,STAR
SAO 5819,,95.571617,75.359522, 9.6,STAR
SAO 5449,,77.917746,75.359597, 9.2,STAR
SAO 10434,,339.032488,75.359858, 9.2,STAR
SAO 7877,,206.020208,75.361739, 9.0,STAR
SAO 6195,,112.009575,75.363131, 9.6,STAR
SAO 5654,,87.107729,75.366022, 9.4,STAR
SAO 9778,,306.810171,75.366272, 9.5,STAR
SAO 5727,,91.204592,75.367617, 9.3,STAR
SAO 7364,,172.694292,75.368383, 9.4,STAR
SAO 5663,,87.412537,75.369164, 9.7,STAR
SAO 8776,,260.019379,75.375781, 9.3,STAR
SAO 9466,,293.373108,75.375997, 9.9,STAR
SAO 8777,,260.026167,75.377053, 9.4,STAR
SAO 9079,,274.631758,75.380614, 9.4,STAR
SAO 9115,,276.008546,75.382161, 8.7,STAR
SAO 7940,,211.068242,75.384958, 9.4,STAR
SAO 8034,,217.392629,75.393639, 8.7,STAR
SAO 8539,,247.394792,75.395786, 9.5,STAR
SAO 6233,,113.574517,75.397258, 9.5,STAR
SAO 8769,,259.806692,75.397542, 9.5,STAR
SAO 9909,,313.507783,75.400714, 9.2,STAR
SAO 6855,,141.847,75.401956, 9.5,STAR
SAO 6968,,147.186667,75.403111, 9.2,STAR
SAO 6660,,132.790958,75.405744, 9.3,STAR
SAO 8230,,230.474492,75.406525, 9.1,STAR
SAO 9058,,273.663788,75.406619, 9.5,STAR
SAO 6870,,142.352892,75.406692, 9.3,STAR
SAO 10192,,328.365721,75.407222, 9.5,STAR
SAO 8753,,259.105025,75.409514, 9.5,STAR
SAO 6144,,109.993125,75.413875, 9.4,STAR
SAO 9179,,278.743458,75.415886, 8.9,STAR
SAO 8057,,218.793363,75.416903, 9.2,STAR
SAO 10868,,357.604154,75.416956, 9.4,STAR
SAO 5999,,103.696096,75.417856, 9.6,STAR
SAO 8619,,251.395704,75.418181, 9.5,STAR
SAO 6026,,105.166375,75.419372, 8.4,STAR
SAO 6832,,140.667575,75.420233, 9.5,STAR
SAO 8400,,240.470721,75.421056, 9.5,STAR
SAO 7944,,211.185404,75.422333, 9.4,STAR
SAO 8280,,233.316058,75.423928, 9.1,STAR
SAO 7260,,165.034738,75.428644, 9.0,STAR
SAO 8981,,270.040838,75.429678, 9.5,STAR
SAO 10078,,322.836871,75.43415, 9.5,STAR
SAO 10094,,323.579513,75.434667, 9.4,STAR
SAO 7976,,214.043125,75.435131, 9.0,STAR
SAO 10473,,340.5424,75.437175, 8.7,STAR
SAO 8989,,270.255121,75.438542, 9.2,STAR
SAO 8391,,239.931296,75.439267, 9.6,STAR
SAO 5526,,81.744758,75.441692, 8.8,STAR
SAO 10605,,345.907129,75.442344, 9.1,STAR
SAO 9049,,272.943667,75.451858, 9.3,STAR
SAO 8245,,231.136225,75.452172, 9.1,STAR
SAO 7071,,152.9964,75.455803, 9.5,STAR
SAO 6183,,111.657475,75.455992, 9.4,STAR
SAO 6231,,113.522875,75.456589, 9.5,STAR
SAO 8796,,260.972475,75.45725, 9.4,STAR
SAO 5622,,85.933633,75.461619, 9.5,STAR
SAO 6290,,116.182742,75.462906, 9.7,STAR
SAO 5462,,78.509104,75.464036, 9.1,STAR
SAO 9865,,310.935938,75.465008, 9.5,STAR
SAO 8488,,245.094675,75.4666, 8.4,STAR
SAO 5460,,78.459125,75.466908, 8.8,STAR
SAO 7708,,194.23545,75.472344, 9.4,STAR
SAO 7413,,175.288817,75.472994, 9.0,STAR
SAO 7253,,164.895962,75.474289, 8.9,STAR
SAO 4913,,52.543575,75.475072, 9.4,STAR
SAO 6300,,116.634054,75.476514, 9.4,STAR
SAO 8988,,270.24405,75.476522, 9.9,STAR
SAO 5389,,75.710992,75.478717, 9.3,STAR
SAO 6408,,121.375017,75.481733, 9.2,STAR
SAO 9829,,309.357729,75.482661, 9.4,STAR
SAO 9309,,285.530779,75.483489, 9.5,STAR
SAO 9373,,289.167842,75.487278, 9.4,STAR
SAO 10052,,321.791629,75.489217, 9.4,STAR
SAO 5728,,91.267342,75.490864, 9.5,STAR
SAO 9205,,279.988333,75.490869, 9.4,STAR
SAO 8157,,226.105533,75.491369, 9.7,STAR
SAO 6521,,125.983437,75.491706, 9.5,STAR
SAO 6139,,109.829304,75.498003, 9.6,STAR
SAO 8710,,256.319554,75.500644, 8.3,STAR
SAO 8909,,266.148596,75.507606, 8.7,STAR
SAO 9367,,288.812996,75.511758, 9.4,STAR
SAO 9172,,278.47325,75.511878,10,STAR
SAO 7177,,159.69545,75.512681, 9.5,STAR
SAO 10883,,358.2084,75.512758, 8.9,STAR
SAO 6815,,140.001617,75.513272, 9.4,STAR
SAO 4932,,53.343667,75.513331, 9.5,STAR
SAO 5327,,72.935038,75.515919, 9.6,STAR
SAO 6296,,116.435296,75.516572, 9.5,STAR
SAO 9639,,301.291604,75.520489, 9.6,STAR
SAO 7129,,156.140662,75.523042, 9.6,STAR
SAO 6209,,112.739613,75.523217, 9.5,STAR
SAO 8135,,224.67765,75.523986, 9.6,STAR
SAO 8834,,262.854737,75.526878, 9.5,STAR
SAO 10622,,346.601137,75.527133, 9.4,STAR
SAO 6869,,142.340204,75.5286, 9.3,STAR
SAO 4882,,50.337254,75.531553, 9.3,STAR
SAO 6930,,145.390212,75.535142, 8.8,STAR
SAO 5418,,76.670346,75.535764, 9.4,STAR
SAO 9851,,310.225879,75.536869, 9.2,STAR
SAO 6197,,112.139304,75.539806, 9.5,STAR
SAO 6048,,105.917113,75.539864, 9.3,STAR
SAO 7887,,207.350554,75.540778, 9.0,STAR
SAO 6374,,119.934096,75.543, 9.0,STAR
SAO 7671,,192.284733,75.544758, 9.7,STAR
SAO 5975,,102.235979,75.547039, 9.7,STAR
SAO 9433,,291.921354,75.547758, 9.5,STAR
SAO 6330,,118.076217,75.547761, 9.6,STAR
SAO 8325,,236.094129,75.550478, 9.4,STAR
SAO 7676,,192.440525,75.550919, 9.4,STAR
SAO 5883,,98.369279,75.551097, 9.5,STAR
SAO 10745,,352.01745,75.552458, 9.5,STAR
SAO 5391,,75.807083,75.552844, 9.5,STAR
SAO 6704,,135.024371,75.554164, 9.6,STAR
SAO 4758,,43.831104,75.559158, 9.5,STAR
SAO 5991,,103.058058,75.561372, 9.4,STAR
SAO 4895,,51.001621,75.561903, 9.5,STAR
SAO 5708,,90.019946,75.56305, 9.5,STAR
SAO 6160,,110.824162,75.565511, 9.4,STAR
SAO 5956,,101.636125,75.571881,10,STAR
SAO 6828,,140.629275,75.571953, 9.3,STAR
SAO 7285,,167.032717,75.572567, 9.3,STAR
SAO 10756,,352.295512,75.573664, 9.2,STAR
SAO 8984,,270.097629,75.578019, 9.1,STAR
SAO 8352,,237.553988,75.578219, 8.8,STAR
SAO 4756,,43.729517,75.578606, 9.5,STAR
SAO 10116,,324.77425,75.580381, 9.5,STAR
SAO 5396,,75.904142,75.583278, 9.5,STAR
SAO 6554,,127.861812,75.584511, 9.4,STAR
SAO 8821,,262.232583,75.584658, 9.3,STAR
SAO 7772,,197.85635,75.590311, 8.9,STAR
SAO 4837,,47.705438,75.590864, 9.5,STAR
SAO 10139,,325.988175,75.590967, 9.5,STAR
SAO 5537,,82.152754,75.591186, 9.1,STAR
SAO 9193,,279.258733,75.596656, 9.2,STAR
SAO 5468,,78.835717,75.598175, 9.5,STAR
SAO 7829,,202.417175,75.598278, 9.1,STAR
SAO 8247,,231.251433,75.599058, 9.4,STAR
SAO 6771,,137.964092,75.599992, 9.2,STAR
SAO 7975,,213.833133,75.600586, 8.8,STAR
SAO 6745,,136.9359,75.60135, 9.6,STAR
SAO 8336,,236.46955,75.603128, 8.3,STAR
SAO 4139,,8.254421,75.605439, 9.1,STAR
SAO 6420,,122.062317,75.608864, 9.4,STAR
SAO 9144,,277.329704,75.614619, 9.4,STAR
SAO 6450,,123.3706,75.615964, 8.4,STAR
SAO 7973,,213.718212,75.617242, 7.9,STAR
SAO 8953,,268.14825,75.617714, 9.5,STAR
SAO 7211,,162.510004,75.619, 9.0,STAR
SAO 10872,,357.783733,75.619383, 9.1,STAR
SAO 10021,,319.856954,75.620161, 9.1,STAR
SAO 5639,,86.551842,75.620919,10,STAR
SAO 5450,,77.966938,75.621128, 9.5,STAR
SAO 8659,,253.467883,75.621228, 9.4,STAR
SAO 9885,,311.883608,75.624269, 9.4,STAR
SAO 10151,,326.5041,75.627408, 9.5,STAR
SAO 8482,,244.813938,75.627464, 8.8,STAR
SAO 6666,,133.077958,75.629233, 9.4,STAR
SAO 10262,,332.271067,75.633814, 9.4,STAR
SAO 8950,,267.976979,75.637017, 9.4,STAR
SAO 6686,,134.246737,75.639617, 9.1,STAR
SAO 9552,,297.223442,75.640256, 9.5,STAR
SAO 8973,,269.61975,75.640292, 8.7,STAR
SAO 9863,,310.864188,75.640619, 9.5,STAR
SAO 8780,,260.072025,75.641461, 9.1,STAR
SAO 10681,,349.218504,75.643253, 8.9,STAR
SAO 9345,,287.449813,75.646133, 9.4,STAR
SAO 9026,,271.758842,75.649933, 9.2,STAR
SAO 10336,,335.467267,75.651703, 9.5,STAR
SAO 9902,,312.966304,75.653336, 9.5,STAR
SAO 8768,,259.772975,75.654308, 9.0,STAR
SAO 10405,,337.682442,75.654628, 9.5,STAR
SAO 4773,,44.131558,75.654725, 8.9,STAR
SAO 9807,,307.928137,75.655778, 9.3,STAR
SAO 9486,,294.230642,75.655839, 9.7,STAR
SAO 8558,,248.251483,75.656917, 9.4,STAR
SAO 9825,,309.202179,75.657017, 9.4,STAR
SAO 8472,,244.486458,75.659011, 8.7,STAR
SAO 6055,,106.211517,75.666456, 8.9,STAR
SAO 6695,,134.547858,75.666928, 9.3,STAR
SAO 6741,,136.7848,75.668294, 9.6,STAR
SAO 8934,,267.195204,75.669125, 9.5,STAR
SAO 8290,,233.841808,75.670283, 9.4,STAR
SAO 7301,,167.943425,75.671228, 9.0,STAR
SAO 9480,,293.915604,75.676431, 9.4,STAR
SAO 7355,,171.336708,75.677433, 9.3,STAR
SAO 7761,,197.298796,75.678961, 9.0,STAR
SAO 10337,,335.5068,75.680144, 9.6,STAR
SAO 5020,,58.453579,75.680911, 9.5,STAR
SAO 10421,,338.357375,75.680978, 9.5,STAR
SAO 5606,,85.304788,75.689594, 9.4,STAR
SAO 10559,,343.999083,75.691761, 9.3,STAR
SAO 8969,,269.042267,75.693506, 9.1,STAR
SAO 9938,,315.483542,75.69375, 9.3,STAR
SAO 5441,,77.491467,75.694825, 9.3,STAR
SAO 5933,,100.644554,75.698503, 8.5,STAR
SAO 8188,,227.627138,75.698994, 9.4,STAR
SAO 4722,,41.677133,75.700333, 9.5,STAR
SAO 5371,,74.955029,75.700508, 9.1,STAR
SAO 8703,,255.794796,75.701381, 9.0,STAR
SAO 8760,,259.224038,75.701411, 9.4,STAR
SAO 7140,,156.787888,75.702533, 8.8,STAR
SAO 4045,,2.237446,75.702708, 9.5,STAR
SAO 5610,,85.450508,75.702808, 9.4,STAR
SAO 4648,,36.955921,75.703269, 9.0,STAR
SAO 5013,,58.164575,75.703686, 9.5,STAR
SAO 5625,,86.034704,75.703825, 9.5,STAR
SAO 6514,,125.6983,75.704383, 9.4,STAR
SAO 10438,,339.272617,75.705236, 9.4,STAR
SAO 6225,,113.286113,75.7078, 9.4,STAR
SAO 10311,,334.609121,75.710181, 9.2,STAR
SAO 5497,,80.35095,75.711214, 9.5,STAR
SAO 7167,,159.164433,75.711314, 9.0,STAR
SAO 5432,,77.269692,75.711686, 9.2,STAR
SAO 9374,,289.167625,75.717025, 9.5,STAR
SAO 4775,,44.168629,75.717439, 9.6,STAR
SAO 5135,,64.123954,75.717603, 9.5,STAR
SAO 5480,,79.5591,75.717933, 9.6,STAR
SAO 6737,,136.501575,75.720506, 9.6,STAR
SAO 8644,,252.903321,75.720744, 9.2,STAR
SAO 10038,,320.752162,75.720792, 9.5,STAR
SAO 9812,,308.487408,75.722356, 9.5,STAR
SAO 8289,,233.780071,75.725236, 9.1,STAR
SAO 8680,,254.757692,75.726947, 9.4,STAR
SAO 5646,,86.859825,75.7278, 9.5,STAR
SAO 4238,,12.488208,75.728458, 9.4,STAR
SAO 8749,,258.846325,75.729214, 9.3,STAR
SAO 6713,,135.625088,75.735981, 9.4,STAR
SAO 6345,,118.620388,75.736611, 9.6,STAR
SAO 4791,,45.619579,75.737494, 9.3,STAR
SAO 5268,,70.030979,75.739719, 9.5,STAR
SAO 4664,,37.975429,75.740778, 8.9,STAR
SAO 5301,,71.98435,75.742053, 9.5,STAR
SAO 4257,,13.513362,75.742772, 9.3,STAR
SAO 9280,,283.133808,75.745431, 9.5,STAR
SAO 10453,,340.020367,75.745647, 9.4,STAR
SAO 9482,,294.066121,75.747083, 9.4,STAR
SAO 6005,,104.210483,75.747181, 9.6,STAR
SAO 8804,,261.475733,75.748383, 9.5,STAR
SAO 9950,,315.927721,75.748764, 9.1,STAR
SAO 8623,,251.592646,75.750183, 9.6,STAR
SAO 9777,,306.778088,75.75085, 9.5,STAR
SAO 5633,,86.370154,75.755144, 9.5,STAR
SAO 5519,,81.580383,75.756564, 9.0,STAR
SAO 7014,,149.866758,75.7603, 9.3,STAR
SAO 8480,,244.768708,75.761747, 9.2,STAR
SAO 8802,,261.362512,75.761761, 9.5,STAR
SAO 9315,,285.868192,75.763364, 9.6,STAR
SAO 9294,,284.560746,75.763986, 9.2,STAR
SAO 6346,,118.712917,75.764125, 9.7,STAR
SAO 7004,,149.453029,75.764617, 9.4,STAR
SAO 9059,,273.669779,75.764836, 9.2,STAR
SAO 4805,,46.124738,75.76585, 9.5,STAR
SAO 6037,,105.473408,75.76635, 9.5,STAR
SAO 9703,,303.842975,75.766781, 9.8,STAR
SAO 7121,,155.569646,75.767922, 9.5,STAR
SAO 10528,,343.117783,75.768606, 9.4,STAR
SAO 5978,,102.501721,75.770533, 9.5,STAR
SAO 9045,,272.80165,75.771111, 9.2,STAR
SAO 6561,,128.043471,75.771383, 9.0,STAR
SAO 6989,,148.506729,75.773078, 9.4,STAR
SAO 4899,,51.203642,75.775572, 8.9,STAR
SAO 8428,,241.623417,75.776783, 8.8,STAR
SAO 5398,,75.944104,75.777878, 9.9,STAR
SAO 6124,,109.199833,75.785211, 8.7,STAR
SAO 5330,,73.055579,75.78545, 9.2,STAR
SAO 8419,,241.06385,75.786211, 7.8,STAR
SAO 5475,,79.186013,75.787908, 9.4,STAR
SAO 6220,,113.131121,75.790022, 9.0,STAR
SAO 8629,,251.913442,75.791114, 9.5,STAR
SAO 4817,,46.691546,75.791858, 9.4,STAR
SAO 6040,,105.551879,75.792078, 9.8,STAR
SAO 4494,,27.390338,75.793244, 9.4,STAR
SAO 9888,,312.025283,75.794242, 9.5,STAR
SAO 9867,,311.063713,75.798017, 9.3,STAR
SAO 4853,,48.628754,75.798808, 9.5,STAR
SAO 10665,,348.648188,75.799886, 9.3,STAR
SAO 7871,,205.419267,75.801606, 9.3,STAR
SAO 5917,,99.746796,75.806111, 9.3,STAR
SAO 5366,,74.644463,75.807456, 9.3,STAR
SAO 10648,,348.164479,75.808883, 9.5,STAR
SAO 8928,,266.848192,75.811153, 9.5,STAR
SAO 8587,,249.507387,75.811411, 9.7,STAR
SAO 10520,,342.668379,75.813919, 9.4,STAR
SAO 10532,,343.238858,75.813942, 9.5,STAR
SAO 5820,,95.642433,75.814461, 9.4,STAR
SAO 10513,,342.446537,75.815253, 9.4,STAR
SAO 10496,,341.631579,75.815953, 9.4,STAR
SAO 8489,,245.123112,75.816858, 8.8,STAR
SAO 4154,,8.969525,75.818756, 9.4,STAR
SAO 8743,,258.468967,75.818861, 9.3,STAR
SAO 9935,,315.250013,75.819903, 9.5,STAR
SAO 8075,,220.804988,75.822375, 9.1,STAR
SAO 4084,,4.800579,75.822906, 9.5,STAR
SAO 6438,,122.928325,75.823611, 9.3,STAR
SAO 10134,,325.8084,75.824617, 9.4,STAR
SAO 10636,,347.257038,75.8262, 9.3,STAR
SAO 5146,,64.609608,75.826267, 9.6,STAR
SAO 5349,,74.061271,75.827386, 9.2,STAR
SAO 6361,,119.42845,75.827556, 9.8,STAR
SAO 6251,,114.361971,75.829525, 9.8,STAR
SAO 8785,,260.412458,75.8332, 9.2,STAR
SAO 9195,,279.352608,75.8336, 9.4,STAR
SAO 6708,,135.280329,75.834872, 9.6,STAR
SAO 6091,,107.507113,75.835064, 9.3,STAR
SAO 10471,,340.465208,75.835389, 9.5,STAR
SAO 7288,,167.180842,75.835436, 8.7,STAR
SAO 5190,,66.530208,75.835833, 9.6,STAR
SAO 6313,,117.243058,75.841369, 9.0,STAR
SAO 5383,,75.666929,75.843656, 9.5,STAR
SAO 6138,,109.845142,75.843778, 9.0,STAR
SAO 4772,,44.126129,75.846739, 9.0,STAR
SAO 10001,,318.724775,75.84905, 9.5,STAR
SAO 5291,,71.495942,75.849639, 9.5,STAR
SAO 10905,,359.140558,75.850192, 9.5,STAR
SAO 8432,,241.745942,75.850492, 9.0,STAR
SAO 10412,,338.043508,75.853003, 9.4,STAR
SAO 9936,,315.288179,75.853622, 9.5,STAR
SAO 4052,,2.621096,75.854886, 9.2,STAR
SAO 9928,,314.838221,75.855983, 9.5,STAR
SAO 4831,,47.300846,75.856006, 9.4,STAR
SAO 4382,,20.313658,75.860331, 9.1,STAR
SAO 10837,,355.414404,75.863342, 9.6,STAR
SAO 4596,,33.210871,75.8652, 9.5,STAR
SAO 8687,,254.966817,75.869592, 9.7,STAR
SAO 7168,,159.218042,75.8708, 9.2,STAR
SAO 10463,,340.296675,75.873867, 9.5,STAR
SAO 8993,,270.416763,75.875806, 8.9,STAR
SAO 6285,,115.923075,75.876092, 8.4,STAR
SAO 10439,,339.280554,75.878583, 9.4,STAR
SAO 4367,,19.593104,75.878639, 9.5,STAR
SAO 8819,,262.139892,75.878861, 9.7,STAR
SAO 6616,,130.709442,75.879731, 9.5,STAR
SAO 8658,,253.438038,75.880497, 9.6,STAR
SAO 5500,,80.394392,75.884564, 9.4,STAR
SAO 4223,,11.682058,75.885206, 9.5,STAR
SAO 7992,,214.919113,75.885317, 9.6,STAR
SAO 4197,,10.834692,75.886628, 9.5,STAR
SAO 8504,,245.4989,75.886814, 9.4,STAR
